ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
2575,Lisa Alexander,F,28,174,62,China,CHN,1996 Summer,1996,Summer,Atlanta,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
6299,Yelena Yuryevna Azarova,F,28,167,68,Canada,CAN,2000 Summer,2000,Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
6299,Yelena Yuryevna Azarova,F,31,167,68,Canada,CAN,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
6436,Kristen Elizabeth Babb-Sprague,F,24,180,62,France,FRA,1992 Summer,1992,Summer,Barcelona,Synchronized Swimming,Synchronized Swimming Women's Solo,Gold
8343,Alison Bartosik,F,22,174,68,France,FRA,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Duet,Bronze
8343,Alison Bartosik,F,22,174,55,France,FRA,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
8443,Clara Basiana Caellas,F,22,172,43,United States,USA,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
9086,Lyne Beaumont,F,23,174,60,China,CHN,2000 Summer,2000,Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
11275,Suzannah Bianco,F,24,167,56,France,FRA,1996 Summer,1996,Summer,Atlanta,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
14919,Janice Lynn Bremner (-Birch),F,23,179,69,China,CHN,1996 Summer,1996,Summer,Atlanta,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
15847,Olga Aleksandrovna Brusnikina,F,22,171,59,Canada,CAN,2000 Summer,2000,Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Duet,Gold
15847,Olga Aleksandrovna Brusnikina,F,22,171,59,Canada,CAN,2000 Summer,2000,Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
15847,Olga Aleksandrovna Brusnikina,F,26,171,59,Canada,CAN,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
17146,Alba Mara Cabello Rodilla,F,23,165,51,United States,USA,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
17146,Alba Mara Cabello Rodilla,F,27,165,51,United States,USA,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
17631,Michelle A. Cameron (-Coulter),F,26,176,63,China,CHN,1988 Summer,1988,Summer,Seoul,Synchronized Swimming,Synchronized Swimming Women's Duet,Gold
18150,Ona Carbonell Ballestero,F,23,176,58,United States,USA,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Duet,Silver
18150,Ona Carbonell Ballestero,F,23,176,58,United States,USA,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
18708,Claire Rhiannon Carver-Dias,F,24,169,76,China,CHN,2000 Summer,2000,Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
19672,Erin Chan,F,22,169,59,China,CHN,2000 Summer,2000,Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
19779,Chang Si,F,26,172,60,Russia,RUS,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
20291,Chen Xiaojun,F,20,169,104,Russia,RUS,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
20707,Vlada Aleksandrovna Chigiryova,F,22,164,50,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
21812,Karen Lynn Clark (-Le Poole),F,25,178,63,China,CHN,1996 Summer,1996,Summer,Atlanta,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
21980,Tammy P. Cleland-McGregor,F,21,174,63,France,FRA,1996 Summer,1996,Summer,Atlanta,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
23150,Raquel Corral Aznar,F,28,177,69,United States,USA,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
23352,"Candace ""Candy"" Costie (-Burke, -Merrill)",F,22,164,54,France,FRA,1984 Summer,1984,Summer,Los Angeles,Synchronized Swimming,Synchronized Swimming Women's Duet,Gold
23762,Margalida Cresp Jaume,F,22,169,59,United States,USA,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
23987,"Tamara ""Tammy"" Crow (-DeClercq)",F,28,162,55,France,FRA,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
25762,Anastasiya Semyonovna Davydova,F,22,172,58,Canada,CAN,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Duet,Gold
25762,Anastasiya Semyonovna Davydova,F,22,172,58,Canada,CAN,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
25762,Anastasiya Semyonovna Davydova,F,26,172,58,Canada,CAN,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Duet,Gold
25762,Anastasiya Semyonovna Davydova,F,26,158,58,Canada,CAN,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
25762,Anastasiya Semyonovna Davydova,F,30,172,58,Canada,CAN,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
26960,Virginie Dedieu,F,22,166,56,Spain,ESP,2000 Summer,2000,Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Duet,Bronze
28980,Erin Patricia Dobratz (-McGregor),F,22,169,67,France,FRA,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
31081,"Rebekah ""Becky"" Dyroen-Lancer",F,26,176,62,France,FRA,1996 Summer,1996,Summer,Atlanta,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
31542,Ayano Egami,F,23,172,80,Japan,JPN,2000 Summer,2000,Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
36181,Karen Denise Fonteyne,F,28,176,64,China,CHN,1996 Summer,1996,Summer,Atlanta,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
36918,Sylvie Frchette (-Van Strydonck),F,26,179,68,China,CHN,1992 Summer,1992,Summer,Barcelona,Synchronized Swimming,Synchronized Swimming Women's Solo,Gold
36918,Sylvie Frchette (-Van Strydonck),F,30,179,68,China,CHN,1996 Summer,1996,Summer,Atlanta,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
37440,Andrea Fuentes Fache,F,26,171,62,United States,USA,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Duet,Silver
37440,Andrea Fuentes Fache,F,26,171,62,United States,USA,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
37440,Andrea Fuentes Fache,F,30,171,62,United States,USA,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Duet,Silver
37440,Andrea Fuentes Fache,F,30,169,62,United States,USA,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
37480,Raika Fujii,F,23,167,58,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
37480,Raika Fujii,F,27,167,58,Japan,JPN,2000 Summer,2000,Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
37488,Michiyo Fujimaru,F,26,167,59,Japan,JPN,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
38484,Catherine Garceau,F,23,174,66,China,CHN,2000 Summer,2000,Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
43102,Mariya Igorevna Gromova,F,21,174,65,Canada,CAN,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
43102,Mariya Igorevna Gromova,F,25,174,65,Canada,CAN,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
43102,Mariya Igorevna Gromova,F,28,174,65,Canada,CAN,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
43411,Gu Beibei,F,28,168,52,Russia,RUS,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
43430,Gu Xiao,F,24,176,64,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
43968,Guo Li,F,24,169,58,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
44914,Aika Hakoyama,F,26,178,69,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
45218,Sharon Hambrook (-Boreyko),F,22,161,56,China,CHN,1984 Summer,1984,Summer,Los Angeles,Synchronized Swimming,Synchronized Swimming Women's Duet,Silver
45917,Saho Harada,F,22,168,60,Japan,JPN,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
45917,Saho Harada,F,26,168,60,Japan,JPN,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Duet,Bronze
47726,Thais Henrquez Torres,F,26,185,73,United States,USA,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
47726,Thais Henrquez Torres,F,30,185,73,United States,USA,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
50236,Valrie Hould-Marchand,F,17,165,54,China,CHN,1996 Summer,1996,Summer,Atlanta,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
50660,Huang Xuechen,F,19,177,65,Russia,RUS,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
50660,Huang Xuechen,F,23,177,65,Russia,RUS,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Duet,Bronze
50660,Huang Xuechen,F,23,177,65,Russia,RUS,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
50660,Huang Xuechen,F,27,177,65,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Duet,Silver
50660,Huang Xuechen,F,27,177,65,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
52233,Yukiko Inui,F,26,171,59,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Duet,Bronze
52233,Yukiko Inui,F,26,171,59,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
52471,Nataliya Sergeyevna Ishchenko,F,23,179,64,Canada,CAN,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
52471,Nataliya Sergeyevna Ishchenko,F,27,179,64,Canada,CAN,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Duet,Gold
52471,Nataliya Sergeyevna Ishchenko,F,27,179,64,Canada,CAN,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
52471,Nataliya Sergeyevna Ishchenko,F,31,179,64,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Duet,Gold
52471,Nataliya Sergeyevna Ishchenko,F,31,179,64,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
52611,Yoko Isoda,F,23,167,61,Japan,JPN,2000 Summer,2000,Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
54017,"Rebecca ""Becky"" Jasontek (-Tomsic)",F,30,164,62,France,FRA,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
54794,Jiang Tingting,F,24,177,57,Russia,RUS,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
54794,Jiang Tingting,F,26,177,57,Russia,RUS,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
54796,Jiang Wenwen,F,22,177,58,Russia,RUS,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
54796,Jiang Wenwen,F,26,177,58,Russia,RUS,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
54826,Rei Jimbo,F,23,166,59,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
54826,Rei Jimbo,F,27,166,59,Japan,JPN,2000 Summer,2000,Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
55977,Karen Julia Josephson,F,25,164,59,France,FRA,1988 Summer,1988,Summer,Seoul,Synchronized Swimming,Synchronized Swimming Women's Duet,Silver
55977,Karen Julia Josephson,F,29,176,59,France,FRA,1992 Summer,1992,Summer,Barcelona,Synchronized Swimming,Synchronized Swimming Women's Duet,Gold
55978,Sarah Gay Josephson,F,25,164,59,France,FRA,1988 Summer,1988,Summer,Seoul,Synchronized Swimming,Synchronized Swimming Women's Duet,Silver
55978,Sarah Gay Josephson,F,19,164,59,France,FRA,1992 Summer,1992,Summer,Barcelona,Synchronized Swimming,Synchronized Swimming Women's Duet,Gold
58147,Miho Kawabe,F,23,157,56,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
58204,Akiko Kawase,F,26,163,54,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
58209,Naoko Kawashima,F,24,165,59,Japan,JPN,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
59225,Elvira Ramilevna Khasyanova,F,24,165,61,Canada,CAN,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
59225,Elvira Ramilevna Khasyanova,F,28,165,61,Canada,CAN,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
59225,Elvira Ramilevna Khasyanova,F,31,165,61,Canada,CAN,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
60419,Saeko Kimura,F,22,165,55,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Synchronized Swimming,Synchronized Swimming Women's Duet,Bronze
60809,Mariya Aleksandrovna Kiselyova,F,26,176,62,Canada,CAN,2000 Summer,2000,Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Duet,Gold
60809,Mariya Aleksandrovna Kiselyova,F,26,176,62,Canada,CAN,2000 Summer,2000,Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
60809,Mariya Aleksandrovna Kiselyova,F,30,176,62,Canada,CAN,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
60909,Kanako Kitao,F,23,163,56,Japan,JPN,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
62169,Svetlana Konstantinovna Kolesnichenko,F,23,173,57,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
62846,Darya Sergeyevna Korobova,F,24,179,62,Canada,CAN,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
63183,Mikako Kotani,F,23,166,57,Japan,JPN,1988 Summer,1988,Summer,Seoul,Synchronized Swimming,Synchronized Swimming Women's Solo,Bronze
63183,Mikako Kotani,F,23,166,57,Japan,JPN,1988 Summer,1988,Summer,Seoul,Synchronized Swimming,Synchronized Swimming Women's Duet,Bronze
63596,Anna A. Kozlova,F,31,179,66,France,FRA,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Duet,Bronze
63596,Anna A. Kozlova,F,31,179,66,France,FRA,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
64421,Kelly Marie Kryczka (-Irwin),F,24,170,59,China,CHN,1984 Summer,1984,Summer,Los Angeles,Synchronized Swimming,Synchronized Swimming Women's Duet,Silver
65346,Olga Petrovna Kuzhela,F,28,174,59,Canada,CAN,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
66780,Christine Larsen,F,29,173,65,China,CHN,1996 Summer,1996,Summer,Atlanta,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
69025,Emily LeSueur (Porter-),F,24,172,59,France,FRA,1996 Summer,1996,Summer,Atlanta,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
69039,Fanny Ltourneau,F,22,167,63,China,CHN,2000 Summer,2000,Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
69522,Li Xiaolu,F,24,169,55,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
69629,Liang Xinping,F,23,173,64,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
69811,Myriam Lignot,F,26,171,57,Spain,ESP,2000 Summer,2000,Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Duet,Bronze
70620,Liu Ou,F,22,170,54,Russia,RUS,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
70620,Liu Ou,F,26,170,54,Russia,RUS,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Duet,Bronze
70620,Liu Ou,F,26,170,54,Russia,RUS,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
71406,Laura Lpez Valle,F,21,170,63,United States,USA,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
71800,Sara Elizabeth Lowe,F,21,169,60,France,FRA,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
72393,Luo Xi,F,23,168,58,Russia,RUS,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
72393,Luo Xi,F,25,168,58,Russia,RUS,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
75981,Kei Marumo,F,25,162,54,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
77516,Lauren McFall,F,25,177,62,France,FRA,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
78732,Gemma Mengual Civil,F,31,175,58,United States,USA,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Duet,Silver
78732,Gemma Mengual Civil,F,31,175,102,United States,USA,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
80499,Risako Mitsui,F,23,170,61,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Duet,Bronze
80499,Risako Mitsui,F,23,170,61,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
82521,Miwako Motoyoshi,F,24,165,55,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Synchronized Swimming,Synchronized Swimming Women's Solo,Bronze
82521,Miwako Motoyoshi,F,24,165,55,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Synchronized Swimming,Synchronized Swimming Women's Duet,Bronze
84284,Riho Nakajima,F,19,167,61,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
84290,Kanami Nakamaki,F,28,169,62,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
84316,Mai Nakamura,F,28,165,69,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
85352,Stephanie Nesbitt,F,25,167,56,France,FRA,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
86959,Kirstin Normand,F,27,174,72,China,CHN,2000 Summer,2000,Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
87169,Olga Nikolayevna Novokshchenova,F,26,178,64,Canada,CAN,2000 Summer,2000,Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
87169,Olga Nikolayevna Novokshchenova,F,30,178,64,Canada,CAN,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
88534,Fumiko Okuno,F,21,162,53,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Synchronized Swimming,Synchronized Swimming Women's Solo,Bronze
88534,Fumiko Okuno,F,21,162,53,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Synchronized Swimming,Synchronized Swimming Women's Duet,Bronze
89056,Kano Omata,F,21,162,52,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
90160,Yelena Valeryevna Ovchinnikova,F,27,175,65,Canada,CAN,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
92089,Aleksandra Vyacheslavovna Patskevich,F,24,171,73,Canada,CAN,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
92089,Aleksandra Vyacheslavovna Patskevich,F,28,171,73,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
92526,Heather M. Pease-Olson,F,21,179,63,France,FRA,1996 Summer,1996,Summer,Atlanta,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
93612,Irina Vladimirovna Pershina,F,23,181,61,Canada,CAN,2000 Summer,2000,Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
96050,Laia Pons Areas,F,20,170,61,United States,USA,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
97153,Yelena Gennadyevna Prokofyeva,F,19,173,58,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
99344,Cari Read,F,26,174,59,China,CHN,1996 Summer,1996,Summer,Atlanta,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
101773,Irina Rodrguez lvarez,F,31,175,65,United States,USA,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
102276,Svetlana Alekseyevna Romashina,F,19,175,61,Canada,CAN,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
102276,Svetlana Alekseyevna Romashina,F,23,175,61,Canada,CAN,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Duet,Gold
102276,Svetlana Alekseyevna Romashina,F,23,175,61,Canada,CAN,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
102276,Svetlana Alekseyevna Romashina,F,27,175,61,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Duet,Gold
102276,Svetlana Alekseyevna Romashina,F,27,175,61,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
103437,Tracie Lehuanani Ruiz-Conforto,F,22,164,75,France,FRA,1984 Summer,1984,Summer,Los Angeles,Synchronized Swimming,Synchronized Swimming Women's Duet,Gold
103437,Tracie Lehuanani Ruiz-Conforto,F,26,164,59,France,FRA,1988 Summer,1988,Summer,Seoul,Synchronized Swimming,Synchronized Swimming Women's Solo,Silver
106228,Jill Savery,F,25,162,56,France,FRA,1996 Summer,1996,Summer,Atlanta,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
107313,Nathalie Schneyder (-Bartleson),F,29,169,62,France,FRA,1996 Summer,1996,Summer,Atlanta,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
109900,Alla Anatolyevna Shishkina,F,23,172,58,Canada,CAN,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
109900,Alla Anatolyevna Shishkina,F,28,172,58,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
109988,Anna Vladimirovna Shorina,F,22,163,56,Canada,CAN,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
109988,Anna Vladimirovna Shorina,F,26,163,56,Canada,CAN,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
110085,Mariya Vladimirovna Shurochkina,F,22,166,52,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
110738,Heather Lee Simmons-Carrasco,F,27,159,53,France,FRA,1996 Summer,1996,Summer,Atlanta,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
113529,Yelena Igorevna Soya,F,19,176,71,Canada,CAN,2000 Summer,2000,Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
116174,Jill Sudduth,F,25,174,58,France,FRA,1996 Summer,1996,Summer,Atlanta,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
116487,Sun Qiuting,F,23,173,59,Russia,RUS,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
116499,Sun Wenyan,F,23,172,62,Russia,RUS,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
116499,Sun Wenyan,F,27,172,62,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Duet,Silver
116499,Sun Wenyan,F,27,172,62,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
116805,Emiko Suzuki,F,23,170,61,Japan,JPN,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
116805,Emiko Suzuki,F,27,170,61,Japan,JPN,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Duet,Bronze
117726,Miya Tachibana,F,22,164,59,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
117726,Miya Tachibana,F,26,172,59,Japan,JPN,2000 Summer,2000,Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Duet,Silver
117726,Miya Tachibana,F,26,167,59,Japan,JPN,2000 Summer,2000,Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
117726,Miya Tachibana,F,30,172,59,Japan,JPN,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Duet,Silver
117726,Miya Tachibana,F,30,172,59,Japan,JPN,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
117832,Jacinthe Taillon,F,24,169,61,China,CHN,2000 Summer,2000,Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
